id,flight agent,price,departure,arrival,duration,booking url
"13542-2208011045--32480,-32222-1-9320-2208011700",lolt,596.28 EUR,2022-08-01 10:45:00,2022-08-01 17:00:00,5.25,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/lolt/1/13542.9320.2022-08-01/air/trava/flights?itinerary=flight|-32480|7195|13542|2022-08-01T10:45|13870|2022-08-01T14:15|150|-|-|-;flight|-32222|8948|13870|2022-08-01T15:45|9320|2022-08-01T17:00|75|-|-|-&carriers=-32480,-32222&operators=-32221;-32639&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=596.28&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mLJyc8pEWLmuKUixczxwkOhYf2c6WxGTAqMAHtqDQUcAAAA|4149894702546380263|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=false"
"16574-2208011215--32356-1-9320-2208012220",eapr,182.68 EUR,2022-08-01 12:15:00,2022-08-01 22:20:00,9.08,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/eapr/1/16574.9320.2022-08-01/air/airli/flights?itinerary=flight|-32356|239|16574|2022-08-01T12:15|11235|2022-08-01T13:35|80|-|-|-;flight|-32356|6901|11235|2022-08-01T18:00|9320|2022-08-01T22:20|200|-|-|-&carriers=-32356&operators=-32356;-32356&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=182.68&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mJJTSwoEmLmuKUixczxwkOhYf2c6WxGTAqMADn4fgEcAAAA|-880311953853847161|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:32&transfer_protection=protected&pqid=false"
"16574-2208012300--31734-2-9320-2208021720",gtfr,822.99 EUR,2022-08-01 23:00:00,2022-08-02 17:20:00,17.33,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/gtfr/1/16574.9320.2022-08-01/air/trava/flights?itinerary=flight|-31734|7827|16574|2022-08-01T23:00|11039|2022-08-02T05:00|240|-|-|-;flight|-31734|2553|11039|2022-08-02T08:45|12585|2022-08-02T10:05|80|-|-|-;flight|-31734|1303|12585|2022-08-02T13:50|9320|2022-08-02T17:20|270|-|-|-&carriers=-31734&operators=-32570;-31734;-31734&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=822.99&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mJJL0krEmLmuKUixczxwkOhYf2c6WxGTAqMAPzpHpkcAAAA|-3145292384983817538|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=true"
"13542-2208011505--31685-1-9320-2208012335",ebfc,624.96 EUR,2022-08-01 15:05:00,2022-08-01 23:35:00,7.50,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/ebfc/1/13542.9320.2022-08-01/air/trava/flights?itinerary=flight|-31685|6225|13542|2022-08-01T15:05|11493|2022-08-01T18:40|155|-|-|-;flight|-31685|6211|11493|2022-08-01T20:50|9320|2022-08-01T23:35|165|-|-|-&carriers=-31685&operators=-31685;-31685&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=624.96&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mJJTUpLFmLmuKUixczxwkOhYf2c6WxGTAqMALdAo3gcAAAA|-5200322639834386747|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=true"
"13542-2208011045--32222-1-9320-2208011700",bgma,650.0 EUR,2022-08-01 10:45:00,2022-08-01 17:00:00,5.25,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/bgma/1/13542.9320.2022-08-01/air/trava/flights?itinerary=flight|-32222|3715|13542|2022-08-01T10:45|13870|2022-08-01T14:15|150|-|-|-;flight|-32222|8948|13870|2022-08-01T15:45|9320|2022-08-01T17:00|75|-|-|-&carriers=-32222&operators=-32221;-32639&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=650.00&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mJJSs9NFGLmuKUixczxwkOhYf2c6WxGTAqMALq2a7YcAAAA|5675299906679125399|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=true"
"13554-2208010645--31901-1-9320-2208020950",bgma,499.0 EUR,2022-08-01 06:45:00,2022-08-02 09:50:00,26.08,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/bgma/1/13554.9320.2022-08-01/air/trava/flights?itinerary=flight|-31901|500|13554|2022-08-01T06:45|10694|2022-08-01T09:35|110|-|-|-;flight|-31901|6201|10694|2022-08-02T06:00|9320|2022-08-02T09:50|230|-|-|-&carriers=-31901&operators=-31901;-31901&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=499.00&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mJJSs9NFGLmuKUixczxwkOhYf2c6WxGTAqMALq2a7YcAAAA|-7525240534813775870|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=true"
"13542-2208011940--32480-0-9320-2208012320",lolt,370.05 EUR,2022-08-01 19:40:00,2022-08-01 23:20:00,2.67,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/lolt/1/13542.9320.2022-08-01/air/trava/flights?itinerary=flight|-32480|8107|13542|2022-08-01T19:40|9320|2022-08-01T23:20|160|-|-|-&carriers=-32480&operators=-31685&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=370.05&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mLJyc8pEWLmuKUixczxwkOhYf2c6WxGTAqMAHtqDQUcAAAA|-3683055333631423753|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=false"
"13554-2208010720--32480-1-9320-2208011700",lolt,601.74 EUR,2022-08-01 07:20:00,2022-08-01 17:00:00,8.67,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/lolt/1/13554.9320.2022-08-01/air/trava/flights?itinerary=flight|-32480|458|13554|2022-08-01T07:20|13870|2022-08-01T10:50|150|-|-|-;flight|-32480|7126|13870|2022-08-01T15:45|9320|2022-08-01T17:00|75|-|-|-&carriers=-32480&operators=-32480;-32639&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=601.74&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mLJyc8pEWLmuKUixczxwkOhYf2c6WxGTAqMAHtqDQUcAAAA|-5347258079069605608|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=false"
"13554-2208010720--32222-1-9320-2208011700",ctma,660.0 EUR,2022-08-01 07:20:00,2022-08-01 17:00:00,8.67,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/ctma/1/13554.9320.2022-08-01/air/trava/flights?itinerary=flight|-32222|7460|13554|2022-08-01T07:20|13870|2022-08-01T10:50|150|-|-|-;flight|-32222|8948|13870|2022-08-01T15:45|9320|2022-08-01T17:00|75|-|-|-&carriers=-32222&operators=-32480;-32639&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=660.00&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mJJLslNFGLmuKUixczxwkOhYf2c6WxGTAqMAOxs2UAcAAAA|-3345367612751530671|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=true"
"13554-2208011945--32480-1-9320-2208021700",lolt,481.23 EUR,2022-08-01 19:45:00,2022-08-02 17:00:00,20.25,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/lolt/1/13554.9320.2022-08-01/air/trava/flights?itinerary=flight|-32480|7065|13554|2022-08-01T19:45|13870|2022-08-01T23:15|150|-|-|-;flight|-32480|7126|13870|2022-08-02T15:45|9320|2022-08-02T17:00|75|-|-|-&carriers=-32480&operators=-32222;-32639&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=481.23&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mLJyc8pEWLmuKUixczxwkOhYf2c6WxGTAqMAHtqDQUcAAAA|-6886917851823316553|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=false"
"13554-2208011945--32677-1-9320-2208022335",lolt,470.46 EUR,2022-08-01 19:45:00,2022-08-02 23:35:00,26.83,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/lolt/1/13554.9320.2022-08-01/air/trava/flights?itinerary=flight|-32677|1181|13554|2022-08-01T19:45|10413|2022-08-01T22:00|75|-|-|-;flight|-32677|9440|10413|2022-08-02T21:00|9320|2022-08-02T23:35|155|-|-|-&carriers=-32677&operators=-32677;-32677&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=470.46&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mLJyc8pEWLmuKUixczxwkOhYf2c6WxGTAqMAHtqDQUcAAAA|-7211865978336127112|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=false"
"13554-2208011915--32132-1-9320-2208021235",klm1,574.63 EUR,2022-08-01 19:15:00,2022-08-02 12:35:00,16.33,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/klm1/1/13554.9320.2022-08-01/air/airli/flights?itinerary=flight|-32132|1030|13554|2022-08-01T19:15|9451|2022-08-01T21:25|70|BS50BALG|B|-;flight|-32132|1037|9451|2022-08-02T09:40|9320|2022-08-02T12:35|175|BS50BALG|B|-&carriers=-32132&operators=-32131;-32132&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=574.63&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mLJzsk1FGLmuKUixczxwkOhYf2c6WxGTAqMACXKGiwcAAAA|7490114990972529468|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=false"
"16574-2208011545--31915-0-9320-2208011935",ebfc,384.54 EUR,2022-08-01 15:45:00,2022-08-01 19:35:00,2.83,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/ebfc/1/16574.9320.2022-08-01/air/trava/flights?itinerary=flight|-31915|8168|16574|2022-08-01T15:45|9320|2022-08-01T19:35|170|-|-|-&carriers=-31915&operators=-32762&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=384.54&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mJJTUpLFmLmuKUixczxwkOhYf2c6WxGTAqMALdAo3gcAAAA|-3660748431325008586|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=true"
"13554-2208011935--32332-1-9320-2208020915",gtfr,462.99 EUR,2022-08-01 19:35:00,2022-08-02 09:15:00,12.67,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/gtfr/1/13554.9320.2022-08-01/air/trava/flights?itinerary=flight|-32332|9463|13554|2022-08-01T19:35|11165|2022-08-01T22:00|85|-|-|-;flight|-32332|9536|11165|2022-08-02T06:10|9320|2022-08-02T09:15|185|-|-|-&carriers=-32332&operators=-32332;-32332&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=462.99&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mJJL0krEmLmuKUixczxwkOhYf2c6WxGTAqMAPzpHpkcAAAA|541683276350233122|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=true"
"13542-2208011010--32222-0-9320-2208011350",lolt,350.39 EUR,2022-08-01 10:10:00,2022-08-01 13:50:00,2.67,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/lolt/1/13542.9320.2022-08-01/air/trava/flights?itinerary=flight|-32222|5961|13542|2022-08-01T10:10|9320|2022-08-01T13:50|160|-|-|-&carriers=-32222&operators=-31685&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=350.39&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mLJyc8pEWLmuKUixczxwkOhYf2c6WxGTAqMAHtqDQUcAAAA|7456960057867318171|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=false"
"16574-2208012210--31734-2-9320-2208021720",turk,1401.67 EUR,2022-08-01 22:10:00,2022-08-02 17:20:00,18.17,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/turk/1/16574.9320.2022-08-01/air/airli/flights?itinerary=flight|-31734|4323|16574|2022-08-01T22:10|9692|2022-08-02T04:10|240|YHYAAJRR|Y|JR;flight|-31734|7537|9692|2022-08-02T06:20|16096|2022-08-02T07:35|75|YHYAAJRR|Y|JR;flight|-31734|1303|12585|2022-08-02T13:50|9320|2022-08-02T17:20|270|YHTCLR|Y|CL&carriers=-31734&operators=-32570;-32570;-31734&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=1401.67&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mIpKS3KFmLmuKUixczxwkOhYf2c6WxGTAqMAHiUgiEcAAAA|-306914707593468416|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T03:38:00&pqid=false"
"13554-2208010805--32332-1-9320-2208011840",ebfc,502.71 EUR,2022-08-01 08:05:00,2022-08-01 18:40:00,9.58,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/ebfc/1/13554.9320.2022-08-01/air/trava/flights?itinerary=flight|-32332|9469|13554|2022-08-01T08:05|11165|2022-08-01T10:30|85|-|-|-;flight|-32332|9534|11165|2022-08-01T15:35|9320|2022-08-01T18:40|185|-|-|-&carriers=-32332&operators=-32332;-32332&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=502.71&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mJJTUpLFmLmuKUixczxwkOhYf2c6WxGTAqMALdAo3gcAAAA|8073769947148867202|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=true"
"13542-2208011825--30972-0-9320-2208012215",wizz,206.84 EUR,2022-08-01 18:25:00,2022-08-01 22:15:00,2.83,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/wizz/1/13542.9320.2022-08-01/air/airli/flights?itinerary=flight|-30972|5725|13542|2022-08-01T18:25|9320|2022-08-01T22:15|170|-|-|Basic&carriers=-30972&operators=-30972&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=206.84&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mIpz6yqEmLmeJYpxczxwkOhYf2c6WxGTAqMAK6ZqJ4cAAAA|5038273782497963810|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=false"
"13542-2208010545--32356-0-9320-2208010945",easy,266.79 EUR,2022-08-01 05:45:00,2022-08-01 09:45:00,3.00,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/easy/1/13542.9320.2022-08-01/air/airli/flights?itinerary=flight|-32356|8601|13542|2022-08-01T05:45|9320|2022-08-01T09:45|180|-|-|-&carriers=-32356&operators=-32356&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=266.79&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS42JJTSyuFGLmuKUixczxwkOhYf2c6WxGTAqMTkwSjAD-qaDGIAAAAA|-5283812665208837478|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=false"
"13554-2208011700--31901-1-9320-2208020950",sasa,485.33 EUR,2022-08-01 17:00:00,2022-08-02 09:50:00,15.83,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/sasa/1/13554.9320.2022-08-01/air/airli/flights?itinerary=flight|-31901|506|13554|2022-08-01T17:00|10694|2022-08-01T19:50|110|EEOGHT|E|LEMEA;flight|-31901|6201|10694|2022-08-02T06:00|9320|2022-08-02T09:50|230|EEOGHT|E|LEMEA&carriers=-31901&operators=-31901;-31901&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=485.33&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mIpTixOFGLmuKUixczxwkOhYf2c6WxGTAqMABvoqsccAAAA|1144390736970675680|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=false"
"13542-2208010945--32222-1-9320-2208011705",lolt,511.28 EUR,2022-08-01 09:45:00,2022-08-01 17:05:00,6.33,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/lolt/1/13542.9320.2022-08-01/air/trava/flights?itinerary=flight|-32222|5763|13542|2022-08-01T09:45|9772|2022-08-01T13:00|135|-|-|-;flight|-32222|5191|9772|2022-08-01T15:25|9320|2022-08-01T17:05|100|-|-|-&carriers=-32222&operators=-31685;-31685&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=511.28&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mLJyc8pEWLmuKUixczxwkOhYf2c6WxGTAqMAHtqDQUcAAAA|109873175923800268|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=false"
"13542-2208010650--31685-1-9320-2208011410",ebfc,278.32 EUR,2022-08-01 06:50:00,2022-08-01 14:10:00,6.33,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/ebfc/1/13542.9320.2022-08-01/air/trava/flights?itinerary=flight|-31685|6008|13542|2022-08-01T06:50|9772|2022-08-01T10:05|135|-|-|-;flight|-31685|2117|9772|2022-08-01T12:30|9320|2022-08-01T14:10|100|-|-|-&carriers=-31685&operators=-31685;-31685&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=278.32&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mJJTUpLFmLmuKUixczxwkOhYf2c6WxGTAqMALdAo3gcAAAA|-3325955508457076407|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=true"
"13465-2208012010--32132-1-9320-2208021235",klm1,831.88 EUR,2022-08-01 20:10:00,2022-08-02 12:35:00,15.42,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/klm1/1/13465.9320.2022-08-01/air/airli/flights?itinerary=flight|-32132|998|13465|2022-08-01T20:10|9451|2022-08-01T22:15|65|CS50BENB|C|-;flight|-32132|1037|9451|2022-08-02T09:40|9320|2022-08-02T12:35|175|CS50BENB|C|-&carriers=-32132&operators=-32131;-32132&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=831.88&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mLJzsk1FGLmuKUixczxwkOhYf2c6WxGTAqMACXKGiwcAAAA|5930492784568512810|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=false"
"13554-2208010740--32753-1-9320-2208011550",lolt,680.1 EUR,2022-08-01 07:40:00,2022-08-01 15:50:00,7.17,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/lolt/1/13554.9320.2022-08-01/air/trava/flights?itinerary=flight|-32753|151|13554|2022-08-01T07:40|11154|2022-08-01T09:00|80|-|-|-;flight|-32753|584|11154|2022-08-01T11:45|9320|2022-08-01T15:50|185|-|-|-&carriers=-32753&operators=-32753;-32753&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=680.10&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mLJyc8pEWLmuKUixczxwkOhYf2c6WxGTAqMAHtqDQUcAAAA|93341498301787418|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=false"
"13542-2208011255--31685-1-9320-2208012230",ebfc,300.05 EUR,2022-08-01 12:55:00,2022-08-01 22:30:00,8.58,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/ebfc/1/13542.9320.2022-08-01/air/trava/flights?itinerary=flight|-31685|7833|13542|2022-08-01T12:55|9772|2022-08-01T16:10|135|-|-|-;flight|-31685|2119|9772|2022-08-01T20:50|9320|2022-08-01T22:30|100|-|-|-&carriers=-31685&operators=-31685;-31685&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=300.05&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mJJTUpLFmLmuKUixczxwkOhYf2c6WxGTAqMALdAo3gcAAAA|4361163900739473399|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=true"
"13542-2208011435--31685-1-9320-2208012335",ebfc,358.32 EUR,2022-08-01 14:35:00,2022-08-01 23:35:00,8.00,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/ebfc/1/13542.9320.2022-08-01/air/trava/flights?itinerary=flight|-31685|7827|13542|2022-08-01T14:35|9772|2022-08-01T17:50|135|-|-|-;flight|-31685|2113|9772|2022-08-01T21:55|9320|2022-08-01T23:35|100|-|-|-&carriers=-31685&operators=-31685;-31685&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=358.32&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mJJTUpLFmLmuKUixczxwkOhYf2c6WxGTAqMALdAo3gcAAAA|4629251188143517730|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=true"
